,Unnamed: 0,symboling,normalized-losses,make,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curbweight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,model,year,city-L/100km,highway-L/100km,horsepower-binned,fuel-type-diesel,fuel-type-gas,sports_or_wagon
184,184,2.0,94,volkswagen,std,4,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2264.0,ohc,four,97.0,idi,3.01,3.4,23.0,52.0,4800.0,37.0,46.0,7995.0,,2019.4,6.351351351351352,5.5,low,1,0,43.53846153846154
185,185,2.0,94,volkswagen,std,4,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2212.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,85.0,5250.0,27.0,34.0,8195.0,,2019.4,8.703703703703704,7.4411764705882355,low,0,1,26.023529411764706
186,186,2.0,94,volkswagen,std,4,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2275.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,85.0,5250.0,27.0,34.0,8495.0,,2019.4,8.703703703703704,7.4411764705882355,low,0,1,26.764705882352942
187,187,2.0,94,volkswagen,turbo,4,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2319.0,ohc,four,97.0,idi,3.01,3.4,23.0,68.0,4500.0,37.0,42.0,9495.0,,2019.4,6.351351351351352,6.023809523809524,low,1,0,34.10294117647059
188,188,2.0,94,volkswagen,std,4,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2300.0,ohc,four,109.0,mpfi,3.19,3.4,10.0,100.0,5500.0,26.0,32.0,9995.0,,2019.4,9.038461538461538,7.90625,low,0,1,23.0
189,189,3.0,122,volkswagen,std,2,convertible,fwd,front,94.5,0.7654973570398848,0.8879668049792532,0.9297658862876256,2254.0,ohc,four,109.0,mpfi,3.19,3.4,8.5,90.0,5500.0,24.0,29.0,11595.0,,2019.4,9.791666666666666,8.724137931034482,low,0,1,25.044444444444444
190,190,3.0,256,volkswagen,std,2,hatchback,fwd,front,94.5,0.7962518020182604,0.8852005532503459,0.8595317725752508,2221.0,ohc,four,109.0,mpfi,3.19,3.4,8.5,90.0,5500.0,24.0,29.0,9980.0,,2019.4,9.791666666666666,8.724137931034482,low,0,1,24.677777777777777
191,191,0.0,122,volkswagen,std,4,sedan,fwd,front,100.4,0.865929841422393,0.9253112033195022,0.9214046822742477,2661.0,ohc,five,136.0,mpfi,3.19,3.4,8.5,110.0,5500.0,19.0,24.0,13295.0,,2019.4,12.36842105263158,10.541666666666666,low,0,1,24.19090909090909
192,192,0.0,122,volkswagen,turbo,4,sedan,fwd,front,100.4,0.865929841422393,0.9253112033195022,0.9214046822742477,2579.0,ohc,four,97.0,idi,3.01,3.4,23.0,68.0,4500.0,33.0,38.0,13845.0,,2019.4,7.121212121212121,6.657894736842105,low,1,0,37.9264705882353
193,193,0.0,122,volkswagen,std,4,wagon,fwd,front,100.4,0.8798654493032196,0.9253112033195022,0.9214046822742477,2563.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,88.0,5500.0,25.0,31.0,12290.0,,2019.4,9.4,8.161290322580646,low,0,1,29.125
194,194,-2.0,103,volvo,std,4,sedan,rwd,front,104.3,0.9072561268620856,0.9294605809128632,0.939799331103679,2912.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,23.0,28.0,12940.0,,2019.4,10.217391304347826,9.035714285714286,low,0,1,25.54385964912281
195,195,-1.0,74,volvo,std,4,wagon,rwd,front,104.3,0.9072561268620856,0.9294605809128632,0.9615384615384616,3034.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,23.0,28.0,13415.0,,2019.4,10.217391304347826,9.035714285714286,low,0,1,26.614035087719298
196,196,-2.0,103,volvo,std,4,sedan,rwd,front,104.3,0.9072561268620856,0.9294605809128632,0.939799331103679,2935.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,24.0,28.0,15985.0,,2019.4,9.791666666666666,9.035714285714286,low,0,1,25.74561403508772
197,197,-1.0,74,volvo,std,4,wagon,rwd,front,104.3,0.9072561268620856,0.9294605809128632,0.9615384615384616,3042.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,24.0,28.0,16515.0,,2019.4,9.791666666666666,9.035714285714286,low,0,1,26.68421052631579
198,198,-2.0,103,volvo,turbo,4,sedan,rwd,front,104.3,0.9072561268620856,0.9294605809128632,0.939799331103679,3045.0,ohc,four,130.0,mpfi,3.62,3.15,7.5,162.0,5100.0,17.0,22.0,18420.0,,2019.4,13.823529411764708,11.5,medium,0,1,18.796296296296298
199,199,-1.0,74,volvo,turbo,4,wagon,rwd,front,104.3,0.9072561268620856,0.9294605809128632,0.9615384615384616,3157.0,ohc,four,130.0,mpfi,3.62,3.15,7.5,162.0,5100.0,17.0,22.0,18950.0,,2019.4,13.823529411764708,11.5,medium,0,1,19.487654320987655
200,200,-1.0,95,volvo,std,4,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,0.92809364548495,2952.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,23.0,28.0,16845.0,,2019.4,10.217391304347826,9.035714285714286,low,0,1,25.894736842105264
201,201,-1.0,95,volvo,turbo,4,sedan,rwd,front,109.1,0.9072561268620856,0.9515905947441216,0.92809364548495,3049.0,ohc,four,141.0,mpfi,3.78,3.15,8.7,160.0,5300.0,19.0,25.0,19045.0,,2019.4,12.36842105263158,10.12,medium,0,1,19.05625
202,202,-1.0,95,volvo,std,4,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,0.92809364548495,3012.0,ohcv,six,173.0,mpfi,3.58,2.87,8.8,134.0,5500.0,18.0,23.0,21485.0,,2019.4,13.055555555555555,11.0,medium,0,1,22.47761194029851
203,203,-1.0,95,volvo,turbo,4,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,0.92809364548495,3217.0,ohc,six,145.0,idi,3.01,3.4,23.0,106.0,4800.0,26.0,27.0,22470.0,,2019.4,9.038461538461538,9.37037037037037,low,1,0,30.349056603773583
204,204,-1.0,95,volvo,turbo,4,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,0.92809364548495,3062.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400.0,19.0,25.0,22625.0,,2019.4,12.36842105263158,10.12,low,0,1,26.859649122807017
205,205,0.8341463414634146,122,Cadillac,std,4,sedan,fwd,front,98.75658536585364,0.8363732258177942,0.9115878959619472,0.8984093319194062,2555.5658536585365,ohc,four,126.90731707317072,mpfi,3.3297512437810943,3.255422885572139,10.142536585365855,104.256157635468,5125.369458128079,25.21951219512195,30.75121951219512,13207.129353233831,XT5,2019.0,9.318181818181818,8.227315989847716,low,0,1,24.512373289202554
206,206,0.8341463414634146,122,Cadillac,std,4,sedan,fwd,front,98.75658536585364,0.8363732258177942,0.9115878959619472,0.8984093319194062,2555.5658536585365,ohc,four,126.90731707317072,mpfi,3.3297512437810943,3.255422885572139,10.142536585365855,104.256157635468,5125.369458128079,25.21951219512195,30.75121951219512,13207.129353233831,CTS,2020.0,9.318181818181818,8.227315989847716,low,0,1,24.512373289202554
207,207,0.8341463414634146,122,Cadillac,std,4,sedan,fwd,front,98.75658536585364,0.8363732258177942,0.9115878959619472,0.8984093319194062,2555.5658536585365,ohc,four,126.90731707317072,mpfi,3.3297512437810943,3.255422885572139,10.142536585365855,104.256157635468,5125.369458128079,25.21951219512195,30.75121951219512,13207.129353233831,Escalade,2021.0,9.318181818181818,8.227315989847716,low,0,1,24.512373289202554
208,208,0.8341463414634146,122,Ford,std,4,sedan,fwd,front,98.75658536585364,0.8363732258177942,0.9115878959619472,0.8984093319194062,2555.5658536585365,ohc,four,126.90731707317072,mpfi,3.3297512437810943,3.255422885572139,10.142536585365855,104.256157635468,5125.369458128079,25.21951219512195,30.75121951219512,13207.129353233831,Mustang,2018.0,9.318181818181818,8.227315989847716,low,0,1,24.512373289202554
209,209,0.8341463414634146,122,Ford,std,4,sedan,fwd,front,98.75658536585364,0.8363732258177942,0.9115878959619472,0.8984093319194062,2555.5658536585365,ohc,four,126.90731707317072,mpfi,3.3297512437810943,3.255422885572139,10.142536585365855,104.256157635468,5125.369458128079,25.21951219512195,30.75121951219512,13207.129353233831,Fusion,2019.0,9.318181818181818,8.227315989847716,low,0,1,24.512373289202554
210,210,0.8341463414634146,122,Ford,std,4,sedan,fwd,front,98.75658536585364,0.8363732258177942,0.9115878959619472,0.8984093319194062,2555.5658536585365,ohc,four,126.90731707317072,mpfi,3.3297512437810943,3.255422885572139,10.142536585365855,104.256157635468,5125.369458128079,25.21951219512195,30.75121951219512,13207.129353233831,Escape,2020.0,9.318181818181818,8.227315989847716,low,0,1,24.512373289202554
211,211,0.8341463414634146,122,Chrysler,std,4,sedan,fwd,front,98.75658536585364,0.8363732258177942,0.9115878959619472,0.8984093319194062,2555.5658536585365,ohc,four,126.90731707317072,mpfi,3.3297512437810943,3.255422885572139,10.142536585365855,104.256157635468,5125.369458128079,25.21951219512195,30.75121951219512,13207.129353233831,300,2018.0,9.318181818181818,8.227315989847716,low,0,1,24.512373289202554
212,212,0.8341463414634146,122,Chrysler,std,4,sedan,fwd,front,98.75658536585364,0.8363732258177942,0.9115878959619472,0.8984093319194062,2555.5658536585365,ohc,four,126.90731707317072,mpfi,3.3297512437810943,3.255422885572139,10.142536585365855,104.256157635468,5125.369458128079,25.21951219512195,30.75121951219512,13207.129353233831,Pacifica,2019.0,9.318181818181818,8.227315989847716,low,0,1,24.512373289202554
213,213,0.8341463414634146,122,Chrysler,std,4,sedan,fwd,front,98.75658536585364,0.8363732258177942,0.9115878959619472,0.8984093319194062,2555.5658536585365,ohc,four,126.90731707317072,mpfi,3.3297512437810943,3.255422885572139,10.142536585365855,104.256157635468,5125.369458128079,25.21951219512195,30.75121951219512,13207.129353233831,Sebring,2020.0,9.318181818181818,8.227315989847716,low,0,1,24.512373289202554
214,214,0.8341463414634146,122,GMC,std,4,sedan,fwd,front,98.75658536585364,0.8363732258177942,0.9115878959619472,0.8984093319194062,2555.5658536585365,ohc,four,126.90731707317072,mpfi,3.3297512437810943,3.255422885572139,10.142536585365855,104.256157635468,5125.369458128079,25.21951219512195,30.75121951219512,13207.129353233831,Sierra,2017.0,9.318181818181818,8.227315989847716,low,0,1,24.512373289202554
215,215,0.8341463414634146,122,GMC,std,4,sedan,fwd,front,98.75658536585364,0.8363732258177942,0.9115878959619472,0.8984093319194062,2555.5658536585365,ohc,four,126.90731707317072,mpfi,3.3297512437810943,3.255422885572139,10.142536585365855,104.256157635468,5125.369458128079,25.21951219512195,30.75121951219512,13207.129353233831,Acadia,2018.0,9.318181818181818,8.227315989847716,low,0,1,24.512373289202554
216,216,0.8341463414634146,122,GMC,std,4,sedan,fwd,front,98.75658536585364,0.8363732258177942,0.9115878959619472,0.8984093319194062,2555.5658536585365,ohc,four,126.90731707317072,mpfi,3.3297512437810943,3.255422885572139,10.142536585365855,104.256157635468,5125.369458128079,25.21951219512195,30.75121951219512,13207.129353233831,Terrain,2019.0,9.318181818181818,8.227315989847716,low,0,1,24.512373289202554
217,217,0.8341463414634146,122,Kia,std,4,sedan,fwd,front,98.75658536585364,0.8363732258177942,0.9115878959619472,0.8984093319194062,2555.5658536585365,ohc,four,126.90731707317072,mpfi,3.3297512437810943,3.255422885572139,10.142536585365855,104.256157635468,5125.369458128079,25.21951219512195,30.75121951219512,13207.129353233831,Optima,2020.0,9.318181818181818,8.227315989847716,low,0,1,24.512373289202554
218,218,0.8341463414634146,122,Kia,std,4,sedan,fwd,front,98.75658536585364,0.8363732258177942,0.9115878959619472,0.8984093319194062,2555.5658536585365,ohc,four,126.90731707317072,mpfi,3.3297512437810943,3.255422885572139,10.142536585365855,104.256157635468,5125.369458128079,25.21951219512195,30.75121951219512,13207.129353233831,Sorento,2021.0,9.318181818181818,8.227315989847716,low,0,1,24.512373289202554
219,219,0.8341463414634146,122,Kia,std,4,sedan,fwd,front,98.75658536585364,0.8363732258177942,0.9115878959619472,0.8984093319194062,2555.5658536585365,ohc,four,126.90731707317072,mpfi,3.3297512437810943,3.255422885572139,10.142536585365855,104.256157635468,5125.369458128079,25.21951219512195,30.75121951219512,13207.129353233831,Stinger,2022.0,9.318181818181818,8.227315989847716,low,0,1,24.512373289202554
